,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
13,"Gunathilaka to Rohit, 1 run, pushes it in front of mid-off and takes an easy single as the fielder is deep",1,Unknown,Unknown,Drive,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,LongOff,68,0,Fielding,D
14,"Gunathilaka to Rohit, no run, was there an edge on that? Looked like a deviation. Rohit trying to open the bat face on that. Got a feather on that but Dickwella couldn't gather that. <b>In and out. Clear edge too</b>",0,Unknown,Unknown,Edge,norun,right arm off break,Gunathilaka,91,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,67,0,Fielding,D
15,"Gunathilaka to Rohit, no run, sliding on, flat-batted back to Gunathilaka",0,Unknown,Unknown,Unknown,norun,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,66,0,Fielding,D
16,"Gunathilaka to Rohit, <b>FOUR</b>, mid-off in is a bait for Rohit. He takes it on and goes wide of the fielder. Down the track and lofted cleanly. In the air but no chance for the fielder",4,Unknown,Unknown,Drive,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,LongOff,65,0,Fielding,D
17,"Gunathilaka to Rohit, no run, slower and on the stumps, pushed back to Gunathilaka",0,GoodLength,wicket_to_wicket,Defensive_shot,norun,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,64,0,Fielding,D
18,"Gunathilaka to Rohit, 2 runs, uses his wrists and gently places the wrist around the corner, through square leg. Two more",2,GoodLength,wicket_to_wicket,Flick,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,SquareLeg,63,0,Fielding,D
19,"Thisara Perera to Rohit, 1 run, good length on middle and leg, turned through square leg",1,GoodLength,wicket_to_wicket,Unknown,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,SquareLeg,62,0,Fielding,D
20,"Thisara Perera to Rohit, no run, fullish on the stumps, pushed back to Thisara Perera",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,61,0,Fielding,D
21,"Thisara Perera to Rohit, <b>SIX</b>, he has nailed that. The first pull in the over was a top edge. This isn't. Right off the meat of the blade and in between long leg and deep square. A swivel and thumped flat. Lands on the boundary cushions. The short ball ploy to Rohit won't work if you don't get it right. He is arguably the best player of the short stuff in this team",6,Short,wicket_to_wicket,Pull_hook,run,right arm medium,Thisara Perera,123.8,16707,0,,beaten,away,good,Sri Lanka,Kennington Oval,FineLeg,60,0,Fielding,D
22,"Thisara Perera to Rohit, no run, struck Rohit on the pad outside the line. The ball nearly rolls back to hit off. Dribbles away. Thisara Perera got that to seam back in and beat Rohit on the forward block",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,59,0,Fielding,D
23,"Thisara Perera to Rohit, <b>SIX</b>, in the air and six. Look at Rohit's reaction. He has a beaming smile and has a word with Dhawan. <b>Fifty</b> for Rohit too. His missus shrieks in delight with fingers crossed. If Gunaratne at deep square leg, been back right on the edge of the boundary, he would've had a better chance to balance himself and try to catch that. Instead he backpedals and can only palm it over after getting both hands high to try and catch it. A top edge and Rohit didn't connect cleanly. Got away with it and he is relieved for he knew he made an error",6,Short,wicket_to_wicket,Edge,run,right arm medium,Thisara Perera,123.8,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,SquareLeg,58,0,Fielding,D
24,"Thisara Perera to Rohit, no run, good length and attacking off stump, Rohit defends with bat and pad close together, finds cover",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,57,0,Fielding,D
25,"Gunathilaka to Rohit, 1 run, on the pads, clipped to deep square leg",1,GoodLength,wicket_to_wicket,Unknown,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,SquareLeg,56,0,Fielding,D
26,"Gunathilaka to Rohit, 1 run, ""yes"" is the call twice from Rohit after he gets forward and pushes it wide of cover",1,GoodLength,outside_stumps,Defensive_shot,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,55,0,Fielding,D
27,"Thisara Perera to Rohit, 1 run, short of length outside off, Rohit punches it through cover-point",1,Short,outside_stumps,Defensive_shot,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,54,0,Fielding,D
28,"Thisara Perera to Rohit, no run, Thisara Perera is confident after rapping Rohit on the pads. But he is up against Richard Kettleborough who in my opinion is the best umpire in the world currently. Top draw he is. Gets this right as well. Nipped back in, past the inside edge of the bat but striking Rohit above the kneeroll. <b>Going over. And Sri Lanka don't review either</b>",0,GoodLength,wicket_to_wicket,Edge,norun,right arm medium,Thisara Perera,123.8,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,53,0,Fielding,D
29,"Thisara Perera to Rohit, no run, short of length outside off, Rohit hops and defends to point. Immediately there is a shout of ""no"" from Rohit",0,Short,outside_stumps,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Point,52,0,Fielding,D
30,"Thisara Perera to Rohit, 1 run, good length delivery outside off, Rohit dabs it down to third man",1,Full,wicket_to_wicket,Late_Cut,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,ThirdMan,51,0,Fielding,D
31,"Gunathilaka to Rohit, 1 run, in the air, but in the gap at cover",1,GoodLength,outside_stumps,Drive,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,50,0,Fielding,D
32,"Gunathilaka to Rohit, <b>FOUR</b>, can Malinga get there? He can but can't prevent the boundary. Down leg, swept away fine and Malinga put in a tired effort, can only push the ball away into the ropes",4,Full,wicket_to_wicket,Sweep,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Unknown,49,0,Fielding,D
33,"Gunathilaka to Rohit, 1 run, slower on middle, soft hands and dropped wide of cover",1,GoodLength,wicket_to_wicket,Cut,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,48,0,Fielding,D
34,"Pradeep to Rohit, 1 run, <b>1000 runs for Rohit vs Sri Lanka</b>. Sliding down leg, glanced away to fine leg",1,Full,wicket_to_wicket,Glance,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,FineLeg,47,0,Fielding,D
35,"Pradeep to Rohit, 1 run, width outside off, Rohit slashes hard and the ball flies through gully. Third man runs around to cut it off",1,Short,outside_stumps,Late_Cut,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Point,46,0,Fielding,D
36,"Pradeep to Rohit, 1 run, angling in, Rohit turns it through the vacant mid-wicket for an easy single",1,Unknown,Unknown,Pull_hook,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Midwicket,45,0,Fielding,D
37,"Gunathilaka to Rohit, 1 run, dragged the length back on seeing Rohit charge, slid it across him, the batsman adjusts and chops it wide of backward point",1,GoodLength,outside_stumps,Cut,run,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Point,44,0,Fielding,D
38,"Gunathilaka to Rohit, no run, tossed up on off, Rohit gets forward and blocks to short cover but the bowler goes to his left to field",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,43,0,Fielding,D
39,"Gunathilaka to Rohit, no run, <b>""niyamai dana""</b> is the shout from Dickwella in <b>Sinhalese</b>. It translates roughly to well bowled or something close to that. Gunathilaka draws Rohit forward who defends to the left of the bowler",0,Full,Unknown,Defensive_shot,norun,right arm off break,Gunathilaka,91,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,42,0,Fielding,D
41,"Pradeep to Rohit, 1 run, back of a length outside off, Rohit punches off the back foot, in the gap at cover",1,Short,outside_stumps,Defensive_shot,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,40,0,Fielding,D
42,"Pradeep to Rohit, 2 runs, ""two"" was the call and two it is. As soon as Rohit turned that through vacant mid-wicket, it was two as deep square leg had a lot to cover to his left",2,Full,wicket_to_wicket,Pull_hook,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,SquareLeg,39,0,Fielding,D
43,"Pradeep to Rohit, no run, goes wide of the crease and again keeps it on a back of a length, Rohit pushes off the back foot to short cover",0,Short,outside_stumps,Defensive_shot,norun,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,38,0,Fielding,D
44,"Pradeep to Rohit, no run, back of a length outside off, Rohit defends off the back foot to backward point",0,Short,outside_stumps,Cut,norun,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Point,37,0,Fielding,D
45,"Thisara Perera to Rohit, 2 runs, right on top of that short ball, stands tall and pulls in the gap between long leg and deep square leg. Easy two. Didn't try to hit it down, was in the air but not a full-blooded pull to have the fielders interested",2,Short,wicket_to_wicket,Pull_hook,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,FineLeg,36,0,Fielding,D
46,"Thisara Perera to Rohit, no run, well executed yorker, swung in, but at 130kph it won't trouble Rohit. He easily digs it out",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,35,0,Fielding,D
47,"Thisara Perera to Rohit, no run, goes back to a back of a length and is outside off, Rohit stands tall and punches to the left of cover, half-stopped on the dive, but good enough to prevent the quick single",0,Short,outside_stumps,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,34,0,Fielding,D
48,"Thisara Perera to Rohit, 1 run, pitched up outside off, Rohit gets forward and drives sweetly to sweeper cover, off the middle of the bat",1,Full,wicket_to_wicket,Sweep,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Cover,33,0,Fielding,D
49,"Thisara Perera to Rohit, no run, Thisara Perera beats Rohit first ball. Fuller than a good length outside off, goes under the attempted square drive of Rohit. Kept low and scooted under the bat, but carried to Dickwella",0,Full,outside_stumps,Drive,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,32,0,Fielding,D
50,"Pradeep to Rohit, 1 run, banged in short and on the stumps, Rohit swivels across and pulls it down towards backward square leg for a single",1,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,SquareLeg,31,0,Fielding,D
51,"Pradeep to Rohit, 2 runs, <b>beautifully played</b>, this was full and wide of off, Rohit waits on it, opens the face of the bat at the last moment and drives it wide of cover, comes back for the second run",2,Full,outside_stumps,Drive,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Cover,30,0,Fielding,D
52,"Pradeep to Rohit, no run, fuller length delivery and holding its line outside off, Rohit gets a good stride forward and lets it go",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Pradeep,133.2,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,29,0,Fielding,D
53,"Lakmal to Rohit, 1 run, back of a length and on Rohit's hips, tucked away to the left of square leg for a single",1,Short,wicket_to_wicket,Unknown,run,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,SquareLeg,28,0,Fielding,D
54,"Lakmal to Rohit, no run, tad fuller and in that channel just outside off, defended towards the off-side",0,Full,outside_stumps,Defensive_shot,norun,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,27,0,Fielding,D
55,"Lakmal to Rohit, no run, back of a length and just outside off, Rohit gets behind the line and defends it with a straight bat",0,Short,outside_stumps,Defensive_shot,norun,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,26,0,Fielding,D
56,"Lakmal to Rohit, 1 run, back of a length and just outside off, Rohit wristily works it wide of mid-wicket for a single",1,Short,outside_stumps,Pull_hook,run,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Midwicket,25,0,Fielding,D
57,"Pradeep to Rohit, 1 run, oooh! <b>What was that from Rohit Sharma</b>? Never seen play a paddle-scoop early in an ODI. This could have been a catch at short fine leg. Pradeep got a bit of tail back in on this fullish delivery, Rohit didn't get the elevation, went on the bounce to the man at 45. Does he really have to try such fancy stuff with so much talent up his sleeve?",1,Short,wicket_to_wicket,Unknown,run,right arm fast medium,Pradeep,133.2,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,FineLeg,24,0,Fielding,D
58,"Pradeep to Rohit, no run, good length delivery outside off stump, Rohit defends and gets an inside edge onto pad",0,Full,wicket_to_wicket,Edge,norun,right arm fast medium,Pradeep,133.2,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,23,0,Fielding,D
59,"Lakmal to Rohit, <b>FOUR</b>, that is what you to the bowler when you don't respond to his plans. Rohit wasn't keen on driving the previous ball, that forces Lakmal to do something extra, he wanted to bowl full, but dropped it short and wide, Rohit takes full toll with a cut shot through cover-point",4,Short,outside_stumps,Unknown,run,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,22,0,Fielding,D
60,"Lakmal to Rohit, no run, Lakmal wants Rohit to drive away from the body, the first time he's bowled a driving length in this over and Rohit knows the plan. Just leaves the ball alone with a forward stride",0,GoodLength,Unknown,Drive,norun,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,21,0,Fielding,D
61,"Lakmal to Rohit, 1 run, a gentle tap off the back foot to mid-on for an easy run",1,Unknown,Unknown,Drive,run,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,LongOn,20,0,Fielding,D
62,"Lakmal to Rohit, <b>FOUR</b>, gee, this guy is a stylish player. Isn't he? Look at the ease with which he's played this shot. Back of a length on the stumps, Rohit moves across, a swivel actually and then he nonchalantly pulls with a clean bat swing, the ball bounced just inside the rope at deep mid-wicket. The crowd absolutely loved it",4,Short,wicket_to_wicket,Pull_hook,run,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,Midwicket,19,0,Fielding,D
63,"Lakmal to Rohit, no run, short of length delivery just outside off stump, Rohit defends off the back foot",0,Short,outside_stumps,Defensive_shot,norun,right arm medium,Lakmal,130.7,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,18,0,Fielding,D
64,"Pradeep to Rohit, 1 run, <b>that's in the airrrr</b> but over the man at gully. Rohit was scoring in that gully region and Mathews has plugged that gap now. Pradeep bowled short and wide, Rohit wanted to cut, got a thickish edge that flew over the infield to third man",1,Short,Unknown,Late_Cut,run,right arm fast medium,Pradeep,133.2,16707,0,,beaten,away,good,Sri Lanka,Kennington Oval,Point,17,0,Fielding,D
65,"Pradeep to Rohit, no run, short of length delivery on the off stump, maybe just nipped back in off the deck, took the inside edge and rolled into the off-side off the pad",0,Short,wicket_to_wicket,Edge,norun,right arm fast medium,Pradeep,133.2,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,16,0,Fielding,D
66,"Pradeep to Rohit, 1 run, now then, <b>could a direct-hit have ended Rohit's stay?</b> Oh yes! He was a goner! India very lucky with this one. A high-risk quick single this and Kohli will not be happy with any of his batsmen gifting wickets. Good length delivery just outside off stump, Rohit defends and gets an inside edge towards short mid-wicket, the bowler attacks the ball and throws at the non-striker's end but misses",1,Short,outside_stumps,Pull_hook,run,right arm fast medium,Pradeep,133.2,16707,0,,beaten,away,good,Sri Lanka,Kennington Oval,Midwicket,15,0,Fielding,D
