,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
42,"Lakmal to Warner, 1 run, the <b>100-run stand is up</b>! Shake of the hand and that's about it. Stands tall and punches to sweeper cover. These two are doing it easily",1,Full,outside_stumps,Sweep,run,right arm medium,Lakmal,131,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,85,0,Batting,DN
43,"Lakmal to Warner, 1 run, cutter on the stumps, nudged through mid-wicket. Warner wants two, but Bailey sends him back",1,Unknown,wicket_to_wicket,Pull_hook,run,right arm medium,Lakmal,131,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,84,0,Batting,DN
44,"Lakmal to Warner, <b>FOUR</b>, dismissed! Brutal from Warner, he wants to end this quickly. No respect whatsoever for Lakmal, sees the overpitched delivery outside off and thunders it wide of mid-off. A step forward and crunched",4,Full,outside_stumps,Drive,run,right arm medium,Lakmal,131,16457,,beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOff,83,0,Batting,DN
45,"Aponso to Warner, 1 run, tossed up and Warner gets forward to ease a single to long-on",1,Full,Unknown,Unknown,run,left arm orthodox,Aponso,85.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOn,82,0,Batting,DN
46,"Aponso to Warner, no run, this turns in and bounces a bit extra, Warner gets forward to defend and misses, is hit on the thigh pad. Easily going down",0,Full,wicket_to_wicket,No_shot,norun,left arm orthodox,Aponso,85.4,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,81,0,Batting,DN
47,"Aponso to Warner, 2 runs, dragged down, swiped across the line, wide of long-on. Easy two",2,Unknown,Unknown,Unknown,run,left arm orthodox,Aponso,85.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOn,80,0,Batting,DN
48,"Aponso to Warner, 1 run, quick single to short mid-wicket, placed to the left of the man and they go across to take the run",1,Short,Unknown,Pull_hook,run,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,79,0,Batting,DN
49,"de Silva to Warner, 1 run, gets forward and drives to long-off",1,GoodLength,Unknown,Drive,run,right arm off break,de Silva,79.8,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOff,78,0,Batting,DN
50,"de Silva to Warner, <b>FOUR</b>, one bounce over the ropes. It was dragged down short and Warner is quick to latch back and pummel a pull over mid-wicket. Nearly went all the way",4,Short,Unknown,Pull_hook,run,right arm off break,de Silva,79.8,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,77,0,Batting,DN
51,"de Silva to Warner, 1 run, wanted to sweep that initially, but decided to nudge a single behind square",1,Full,outside_stumps,Sweep,run,right arm off break,de Silva,79.8,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Unknown,76,0,Batting,DN
52,"Aponso to Warner, <b>FOUR</b>, now he is slowly coming back to form. That's bad signs for Sri Lanka. It was tossed up outside off and he leant forward, opened the bat face and drove it wide of cover. Once it beat that man, it raced away. He is hitting them along the ground now as well. 12 off the over and suddenly just 91 required now",4,Full,outside_stumps,No_shot,run,left arm orthodox,Aponso,85.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,75,0,Batting,DN
53,"Aponso to Warner, 1 run, stays back and guides a single wide of point",1,Unknown,Unknown,Unknown,run,left arm orthodox,Aponso,85.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,74,0,Batting,DN
54,"Aponso to Warner, <b>FOUR</b>, wow! That has taken the outside edge but there is no slip. Leg-slip is there but the ball draws Warner forward, he is off-balance as he pushed to defend, the ball turns and takes the edge, beats the keeper and runs away. Aponso almost had Warner there",4,Full,wicket_to_wicket,Edge,run,left arm orthodox,Aponso,85.4,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,73,0,Batting,DN
55,"Aponso to Warner, 2 runs, <b>fifty for DW as DM says on air.</b> Figure that out for yourselves. Backs away to cut and gets a thick outside edge past the vacant slip and Lakmal plugs it back. Warner is happy with two and that's a hard-earned fifty. One that he needed quite badly. No celebration at all. Just gets on with it. He wants more",2,Unknown,Unknown,Edge,run,left arm orthodox,Aponso,85.4,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,72,0,Batting,DN
56,"de Silva to Warner, 1 run, slightly quicker and Warner is back to clip to deep square leg",1,Unknown,wicket_to_wicket,Unknown,run,right arm off break,de Silva,79.8,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,71,0,Batting,DN
57,"de Silva to Warner, no run, well tossed up on middle, Warner gets forward to block",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,70,0,Batting,DN
58,"Aponso to Warner, no run, this slides on quick and around off, Warner is on the back foot to tap it back to the bowler",0,Unknown,outside_stumps,Defensive_shot,norun,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,69,0,Batting,DN
59,"Aponso to Warner, no run, turning in, nudged to short mid-wicket",0,Short,Unknown,Pull_hook,norun,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,68,0,Batting,DN
60,"Aponso to Warner, no run, goes back and punches straight to the fielder at point",0,GoodLength,Unknown,Unknown,norun,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,67,0,Batting,DN
61,"Aponso to Warner, <b>FOUR</b>, how well has he hit that? Risk involved for he took it from the stumps, but he has timed it beautifully. Reverse hits all along the carpet and beats sweeper to his right. Aponso is left perplexed by that hit",4,Full,wicket_to_wicket,Sweep,run,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Unknown,66,0,Batting,DN
62,"Aponso to Warner, no run, slower and on off, Warner stays back to block",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,65,0,Batting,DN
63,"Dilruwan Perera to Warner, no run, much more solid forward block",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,64,0,Batting,DN
64,"Dilruwan Perera to Warner, no run, quicker and on off, Warner is late on the defence, that's why the thick inside edge is found. Disappointment for the Lankans",0,Unknown,wicket_to_wicket,Edge,norun,right arm off break,Dilruwan Perera,89.4,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,63,0,Batting,DN
65,"Dilruwan Perera to Warner, 1 run, driven to long-off once more",1,GoodLength,Unknown,Drive,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOff,62,0,Batting,DN
66,"Dilruwan Perera to Warner, no run, now stays in his crease and keeps the off stump delivery out",0,Unknown,Unknown,Unknown,norun,right arm off break,Dilruwan Perera,89.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,61,0,Batting,DN
67,"Dilruwan Perera to Warner, <b>FOUR</b>, <b>'that's the best shot he has played today' says Brian M on air</b> and full marks to Warner for thrashing that half volley wide of long-off. Drilled that along the carpet and gave the fielder no chance. First one has really timed and sped away",4,Full,Unknown,Unknown,run,right arm off break,Dilruwan Perera,89.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOff,60,0,Batting,DN
68,"Aponso to Warner, 1 run, quicker and down leg, clipped to deep square leg",1,Unknown,wicket_to_wicket,Unknown,run,left arm orthodox,Aponso,85.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,59,0,Batting,DN
69,"Dilruwan Perera to Warner, 1 run, quicker one on the stumps, Warner clips to deep square leg, for a single",1,Unknown,wicket_to_wicket,Unknown,run,right arm off break,Dilruwan Perera,89.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,58,0,Batting,DN
70,"Dilruwan Perera to Warner, no run, very full and yorker length, Warner digs it out to short mid-wicket",0,Short,wicket_to_wicket,Pull_hook,norun,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,57,0,Batting,DN
71,"Dilruwan Perera to Warner, 3 runs, outside off, Warner got enough bat on the reverse sweep to beat slip and Pathirana from short third prevented the boundary with a chase",3,Short,outside_stumps,Sweep,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,56,0,Batting,DN
72,"Sachith Pathirana to Warner, 1 run, short down leg, half-swatted/half-pulled to deep square leg",1,Short,wicket_to_wicket,Pull_hook,run,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,55,0,Batting,DN
73,"Sachith Pathirana to Warner, no run, uses his feet and pushes it to the left of the bowler who is quick to get across and stop it",0,Unknown,Unknown,Defensive_shot,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,54,0,Batting,DN
74,"Sachith Pathirana to Warner, no run, sliding down leg, Warner misses the full-blooded sweep. No review and rightly so",0,Full,wicket_to_wicket,Sweep,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,53,0,Batting,DN
75,"Sachith Pathirana to Warner, 2 runs, low full toss, Warner kneels down and sweeps to deep square leg, the fielder runs across and slides to push back into play. Saved two",2,FullToss,wicket_to_wicket,Sweep,run,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,52,0,Batting,DN
76,"Dilruwan Perera to Warner, no run, goes for the sweep again, not in full control of the shot. Muted appeal from the bowler, but it was sliding down the leg-side",0,Full,wicket_to_wicket,Sweep,norun,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,51,0,Batting,DN
77,"Dilruwan Perera to Warner, 2 runs, controlled loft from Warner. The ball was pitched up to him and he softly lofted it over extra cover for a couple",2,Full,outside_stumps,Unknown,run,right arm off break,Dilruwan Perera,89.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,50,0,Batting,DN
78,"Dilruwan Perera to Warner, 1 run, flatter delivery again, Warner stays back and punches to sweeper cover",1,Full,outside_stumps,Sweep,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,49,0,Batting,DN
79,"Dilruwan Perera to Warner, no run, slides this one on the stumps, Warner blocks from his crease",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,48,0,Batting,DN
80,"Sachith Pathirana to Warner, 1 run, slower and on the stumps, Warner gets forward and drives to long-on",1,GoodLength,wicket_to_wicket,Drive,run,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOn,47,0,Batting,DN
81,"Sachith Pathirana to Warner, leg byes, 1 run, Aleem Dar has given that as a legbye. I can't understand that. That is smashed by Warner and the thick inside edge onto the pad goes into the vacant backward short leg area. Definitely catchable but no fielder there. Dar got that wrong",,Short,wicket_to_wicket,Edge,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,46,0,Batting,DN
82,"Dasun Shanaka to Warner, 1 run, short and wide outside off, cut hard to sweeper cover",1,Short,outside_stumps,Sweep,run,right arm medium,Dasun Shanaka,125.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,45,0,Batting,DN
83,"Dasun Shanaka to Warner, 1 run, went too hard on the cover drive, the bat face closed and the ball dribbles away wide of mid-wicket. Another false stroke",1,GoodLength,outside_stumps,Pull_hook,run,right arm medium,Dasun Shanaka,125.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,44,0,Batting,DN
84,"Dasun Shanaka to Warner, no run, on the stumps, flicked to short mid-wicket",0,Short,wicket_to_wicket,Flick,norun,right arm medium,Dasun Shanaka,125.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,43,0,Batting,DN
85,"Sachith Pathirana to Warner, 1 run, gets forward and drills a single to long-on",1,Unknown,Unknown,Unknown,run,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOn,42,0,Batting,DN
86,"Sachith Pathirana to Warner, no run, good that he got some under edge on that. Or else there would've been a huge shout for lbw. Warner's edge finds leg-slip",0,Unknown,wicket_to_wicket,Edge,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,41,0,Batting,DN
87,"Sachith Pathirana to Warner, no run, slower and on the stumps, Warner stays back to nudge to short mid-wicket",0,Short,wicket_to_wicket,Pull_hook,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,40,0,Batting,DN
88,"Sachith Pathirana to Warner, 1 run, nudges a single to square leg",1,Unknown,wicket_to_wicket,Unknown,run,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,39,0,Batting,DN
89,"Sachith Pathirana to Warner, no run, <b>caught at leg-slip! But is there any deflection?</b> Yes there was! Why didn't the Lankans not go for a review? Warner knelt down to sweep and top-edged it to leg-slip. A juggled take and for some strange reason, there was no convinction in the appeal. That's why Aleem Dar too rejected the appeal. Replays show a clear edge. Warner was ever so cool and didn't give anything away. He must have known for sure, that he had edged it. There was not even a discussion about a review. That is very unlike the Sri Lankans",0,Full,wicket_to_wicket,Sweep,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,38,0,Batting,DN
90,"Dasun Shanaka to Warner, 1 run, full on the stumps, Warner gets forward and drives to long-off",1,Full,wicket_to_wicket,Drive,run,right arm medium,Dasun Shanaka,125.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOff,37,0,Batting,DN
91,"Dasun Shanaka to Warner, no run, lovely inswinging yorker, wobbled in the air, Warner digs it out",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Dasun Shanaka,125.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,36,0,Batting,DN
92,"Dasun Shanaka to Warner, no run, first real shot that he has timed for a while, but he has hit that straight to the fielder at mid-off. Overpitched outside off and Warner drills it to the man inside the circle",0,Full,outside_stumps,Drive,norun,right arm medium,Dasun Shanaka,125.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOff,35,0,Batting,DN
